Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,counterbalance-gj4p,branch-67ii,branch-b6g2,branch-ahcf,Manipulation: Spreadsheet,Current Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Context,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: word,Spreadsheet: stim,Spreadsheet: step,Spreadsheet: list,Spreadsheet: left,Spreadsheet: right,Spreadsheet: progress,Spreadsheet: randomized_trial,Spreadsheet: type,Spreadsheet: condition,Store: target,Manipulation: correctAnswerCount,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response Type,Attempt,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,ANSWER,stimuli,ShowProgressBar
1508,1773243848795,11/03/2026 15:44:08,1773243848795,-4,11/03/2026 11:44:08,255858,16,task-pkec,,53648284,697fa5ad29636bd1e536cadc,15406260,,complete,,69b188d8b8b58644130cf570,computer,Desktop or Laptop,Windows 10,Chrome 145.0.0.0,1280x720,1280x551,,,0,Phonetic categorization,32,spreadsheet1_dt_d left,fail,fail,pass,$${overridespreadsheet},spreadsheet1_dt_d left,245,phonetic categorization,1.2 second pause,dp6plq,4,timedOut,,,1199.1999999046093,1198.9000000000233,1199.1999999046093,1199.1999999046093,1198.9000000000233,1199.1999999046093,1,0,0,,Time Limit,screen,0,screen,phonetic categorization,dip,dip_+35.wav,,1,d,t,288,4,,,,,,,,,,,,,,,,,,,,,,,
1509,1773243849295,11/03/2026 15:44:09,1773243849295,-4,11/03/2026 11:44:09,255858,16,task-pkec,,53648284,697fa5ad29636bd1e536cadc,15406260,,complete,,69b188d8b8b58644130cf570,computer,Desktop or Laptop,Windows 10,Chrome 145.0.0.0,1280x720,1280x551,,,0,Phonetic categorization,32,spreadsheet1_dt_d left,fail,fail,pass,$${overridespreadsheet},spreadsheet1_dt_d left,246,phonetic categorization,fixation,99n54d,1,timedOut,,,499.799999904586,499.5999999999767,499.799999904586,499.799999904586,499.5999999999767,499.799999904586,1,0,0,,Time Limit,screen,0,screen,phonetic categorization,dil,dill_+30.wav,,1,d,t,288,4,,,,,,,,,,,,,,,,,,,,,,,
1510,1773243849296,11/03/2026 15:44:09,1773243849296,-4,11/03/2026 11:44:09,255858,16,task-pkec,,53648284,697fa5ad29636bd1e536cadc,15406260,,complete,,69b188d8b8b58644130cf570,computer,Desktop or Laptop,Windows 10,Chrome 145.0.0.0,1280x720,1280x551,,,0,Phonetic categorization,32,spreadsheet1_dt_d left,fail,fail,pass,$${overridespreadsheet},spreadsheet1_dt_d left,246,phonetic categorization,soundplay,x8jhtp,2,info,audio started,,2.099999999976717,0,2.099999999976717,2.099999999976717,0,2.099999999976717,0,0,0,,Audio Clip,Audio,1,object-207,phonetic categorization,dil,dill_+30.wav,,1,d,t,288,4,,,,,,,,,,,,,,,,,,,,,,,
1511,1773243849652,11/03/2026 15:44:09,1773243849652,-4,11/03/2026 11:44:09,255858,16,task-pkec,,53648284,697fa5ad29636bd1e536cadc,15406260,,complete,,69b188d8b8b58644130cf570,computer,Desktop or Laptop,Windows 10,Chrome 145.0.0.0,1280x720,1280x551,,,0,Phonetic categorization,32,spreadsheet1_dt_d left,fail,fail,pass,$${overridespreadsheet},spreadsheet1_dt_d left,246,phonetic categorization,soundplay,x8jhtp,2,info,audio finished,,357.99999985692557,349.79999999993015,357.99999985692557,357.99999985692557,349.79999999993015,357.99999985692557,0,0,0,,Audio Clip,Audio,1,object-207,phonetic categorization,dil,dill_+30.wav,,1,d,t,288,4,,,,,,,,,,,,,,,,,,,,,,,
1512,1773243849653,11/03/2026 15:44:09,1773243849653,-4,11/03/2026 11:44:09,255858,16,task-pkec,,53648284,697fa5ad29636bd1e536cadc,15406260,,complete,,69b188d8b8b58644130cf570,computer,Desktop or Laptop,Windows 10,Chrome 145.0.0.0,1280x720,1280x551,,,0,Phonetic categorization,32,spreadsheet1_dt_d left,fail,fail,pass,$${overridespreadsheet},spreadsheet1_dt_d left,246,phonetic categorization,soundplay,x8jhtp,2,continue,,,358.1999999046093,349.79999999993015,358.1999999046093,358.1999999046093,349.79999999993015,358.1999999046093,1,0,0,,Audio Clip,Audio,1,object-207,phonetic categorization,dil,dill_+30.wav,,1,d,t,288,4,,,,,,,,,,,,,,,,,,,,,,,
1513,1773243850438,11/03/2026 15:44:10,1773243850438,-4,11/03/2026 11:44:10,255858,16,task-pkec,,53648284,697fa5ad29636bd1e536cadc,15406260,,complete,,69b188d8b8b58644130cf570,computer,Desktop or Laptop,Windows 10,Chrome 145.0.0.0,1280x720,1280x551,,,0,Phonetic categorization,32,spreadsheet1_dt_d left,fail,fail,pass,$${overridespreadsheet},spreadsheet1_dt_d left,246,phonetic categorization,2AFC,6i7z8o,3,response,t,,793.4999998093117,782.6000000000931,793.4999998093117,793.4999998093117,782.6000000000931,793.4999998093117,0,0,0,,Keyboard Response,Keyboard Response,2,object-119,phonetic categorization,dil,dill_+30.wav,,1,d,t,288,4,,,,,,,,,,,,,,,,,,,,,,,
1514,1773243851626,11/03/2026 15:44:11,1773243851626,-4,11/03/2026 11:44:11,255858,16,task-pkec,,53648284,697fa5ad29636bd1e536cadc,15406260,,complete,,69b188d8b8b58644130cf570,computer,Desktop or Laptop,Windows 10,Chrome 145.0.0.0,1280x720,1280x551,,,0,Phonetic categorization,32,spreadsheet1_dt_d left,fail,fail,pass,$${overridespreadsheet},spreadsheet1_dt_d left,246,phonetic categorization,1.2 second pause,dp6plq,4,timedOut,,,1199.3999998092186,1199,1199.3999998092186,1199.3999998092186,1199,1199.3999998092186,1,0,0,,Time Limit,screen,0,screen,phonetic categorization,dil,dill_+30.wav,,1,d,t,288,4,,,,,,,,,,,,,,,,,,,,,,,
1515,1773243852126,11/03/2026 15:44:12,1773243852126,-4,11/03/2026 11:44:12,255858,16,task-pkec,,53648284,697fa5ad29636bd1e536cadc,15406260,,complete,,69b188d8b8b58644130cf570,computer,Desktop or Laptop,Windows 10,Chrome 145.0.0.0,1280x720,1280x551,,,0,Phonetic categorization,32,spreadsheet1_dt_d left,fail,fail,pass,$${overridespreadsheet},spreadsheet1_dt_d left,247,phonetic categorization,fixation,99n54d,1,timedOut,,,500.19999999995343,499.69999999995343,500.19999999995343,500.19999999995343,499.69999999995343,500.19999999995343,1,0,0,,Time Limit,screen,0,screen,phonetic categorization,din,din_+55.wav,,1,d,t,288,4,,,,,,,,,,,,,,,,,,,,,,,
1516,1773243852129,11/03/2026 15:44:12,1773243852129,-4,11/03/2026 11:44:12,255858,16,task-pkec,,53648284,697fa5ad29636bd1e536cadc,15406260,,complete,,69b188d8b8b58644130cf570,computer,Desktop or Laptop,Windows 10,Chrome 145.0.0.0,1280x720,1280x551,,,0,Phonetic categorization,32,spreadsheet1_dt_d left,fail,fail,pass,$${overridespreadsheet},spreadsheet1_dt_d left,247,phonetic categorization,soundplay,x8jhtp,2,info,audio started,,3.1999998092651367,0,3.1999998092651367,3.1999998092651367,0,3.1999998092651367,0,0,0,,Audio Clip,Audio,1,object-207,phonetic categorization,din,din_+55.wav,,1,d,t,288,4,,,,,,,,,,,,,,,,,,,,,,,
1517,1773243852488,11/03/2026 15:44:12,1773243852488,-4,11/03/2026 11:44:12,255858,16,task-pkec,,53648284,697fa5ad29636bd1e536cadc,15406260,,complete,,69b188d8b8b58644130cf570,computer,Desktop or Laptop,Windows 10,Chrome 145.0.0.0,1280x720,1280x551,,,0,Phonetic categorization,32,spreadsheet1_dt_d left,fail,fail,pass,$${overridespreadsheet},spreadsheet1_dt_d left,247,phonetic categorization,soundplay,x8jhtp,2,info,audio finished,,362.5,349.5999999999767,362.5,362.5,349.5999999999767,362.5,0,0,0,,Audio Clip,Audio,1,object-207,phonetic categorization,din,din_+55.wav,,1,d,t,288,4,,,,,,,,,,,,,,,,,,,,,,,
1518,1773243852488,11/03/2026 15:44:12,1773243852488,-4,11/03/2026 11:44:12,255858,16,task-pkec,,53648284,697fa5ad29636bd1e536cadc,15406260,,complete,,69b188d8b8b58644130cf570,computer,Desktop or Laptop,Windows 10,Chrome 145.0.0.0,1280x720,1280x551,,,0,Phonetic categorization,32,spreadsheet1_dt_d left,fail,fail,pass,$${overridespreadsheet},spreadsheet1_dt_d left,247,phonetic categorization,soundplay,x8jhtp,2,continue,,,362.69999980926514,349.5999999999767,362.69999980926514,362.69999980926514,349.5999999999767,362.69999980926514,1,0,0,,Audio Clip,Audio,1,object-207,phonetic categorization,din,din_+55.wav,,1,d,t,288,4,,,,,,,,,,,,,,,,,,,,,,,
1519,1773243853030,11/03/2026 15:44:13,1773243853030,-4,11/03/2026 11:44:13,255858,16,task-pkec,,53648284,697fa5ad29636bd1e536cadc,15406260,,complete,,69b188d8b8b58644130cf570,computer,Desktop or Laptop,Windows 10,Chrome 145.0.0.0,1280x720,1280x551,,,0,Phonetic categorization,32,spreadsheet1_dt_d left,fail,fail,pass,$${overridespreadsheet},spreadsheet1_dt_d left,247,phonetic categorization,2AFC,6i7z8o,3,response,t,,554.5999998092884,549.5999999999767,554.5999998092884,554.5999998092884,549.5999999999767,554.5999998092884,0,0,0,,Keyboard Response,Keyboard Response,2,object-119,phonetic categorization,din,din_+55.wav,,1,d,t,288,4,,,,,,,,,,,,,,,,,,,,,,,
1520,1773243854224,11/03/2026 15:44:14,1773243854224,-4,11/03/2026 11:44:14,255858,16,task-pkec,,53648284,697fa5ad29636bd1e536cadc,15406260,,complete,,69b188d8b8b58644130cf570,computer,Desktop or Laptop,Windows 10,Chrome 145.0.0.0,1280x720,1280x551,,,0,Phonetic categorization,32,spreadsheet1_dt_d left,fail,fail,pass,$${overridespreadsheet},spreadsheet1_dt_d left,247,phonetic categorization,1.2 second pause,dp6plq,4,timedOut,,,1199.3000000000466,1199,1199.3000000000466,1199.3000000000466,1199,1199.3000000000466,1,0,0,,Time Limit,screen,0,screen,phonetic categorization,din,din_+55.wav,,1,d,t,288,4,,,,,,,,,,,,,,,,,,,,,,,
1521,1773243854724,11/03/2026 15:44:14,1773243854724,-4,11/03/2026 11:44:14,255858,16,task-pkec,,53648284,697fa5ad29636bd1e536cadc,15406260,,complete,,69b188d8b8b58644130cf570,computer,Desktop or Laptop,Windows 10,Chrome 145.0.0.0,1280x720,1280x551,,,0,Phonetic categorization,32,spreadsheet1_dt_d left,fail,fail,pass,$${overridespreadsheet},spreadsheet1_dt_d left,248,phonetic categorization,fixation,99n54d,1,timedOut,,,499.9999998093117,499.60000000009313,499.9999998093117,499.9999998093117,499.60000000009313,499.9999998093117,1,0,0,,Time Limit,screen,0,screen,phonetic categorization,dip,dip_+25.wav,,1,d,t,288,4,,,,,,,,,,,,,,,,,,,,,,,
1522,1773243854726,11/03/2026 15:44:14,1773243854726,-4,11/03/2026 11:44:14,255858,16,task-pkec,,53648284,697fa5ad29636bd1e536cadc,15406260,,complete,,69b188d8b8b58644130cf570,computer,Desktop or Laptop,Windows 10,Chrome 145.0.0.0,1280x720,1280x551,,,0,Phonetic categorization,32,spreadsheet1_dt_d left,fail,fail,pass,$${overridespreadsheet},spreadsheet1_dt_d left,248,phonetic categorization,soundplay,x8jhtp,2,info,audio started,,2.999999952269718,0,2.999999952269718,2.999999952269718,0,2.999999952269718,0,0,0,,Audio Clip,Audio,1,object-207,phonetic categorization,dip,dip_+25.wav,,1,d,t,288,4,,,,,,,,,,,,,,,,,,,,,,,
1523,1773243855136,11/03/2026 15:44:15,1773243855136,-4,11/03/2026 11:44:15,255858,16,task-pkec,,53648284,697fa5ad29636bd1e536cadc,15406260,,complete,,69b188d8b8b58644130cf570,computer,Desktop or Laptop,Windows 10,Chrome 145.0.0.0,1280x720,1280x551,,,0,Phonetic categorization,32,spreadsheet1_dt_d left,fail,fail,pass,$${overridespreadsheet},spreadsheet1_dt_d left,248,phonetic categorization,soundplay,x8jhtp,2,info,audio finished,,412.69999999995343,399.69999999995343,412.69999999995343,412.69999999995343,399.69999999995343,412.69999999995343,0,0,0,,Audio Clip,Audio,1,object-207,phonetic categorization,dip,dip_+25.wav,,1,d,t,288,4,,,,,,,,,,,,,,,,,,,,,,,
1524,1773243855136,11/03/2026 15:44:15,1773243855136,-4,11/03/2026 11:44:15,255858,16,task-pkec,,53648284,697fa5ad29636bd1e536cadc,15406260,,complete,,69b188d8b8b58644130cf570,computer,Desktop or Laptop,Windows 10,Chrome 145.0.0.0,1280x720,1280x551,,,0,Phonetic categorization,32,spreadsheet1_dt_d left,fail,fail,pass,$${overridespreadsheet},spreadsheet1_dt_d left,248,phonetic categorization,soundplay,x8jhtp,2,continue,,,413.0999998569023,399.69999999995343,413.0999998569023,413.0999998569023,399.69999999995343,413.0999998569023,1,0,0,,Audio Clip,Audio,1,object-207,phonetic categorization,dip,dip_+25.wav,,1,d,t,288,4,,,,,,,,,,,,,,,,,,,,,,,
1525,1773243855569,11/03/2026 15:44:15,1773243855569,-4,11/03/2026 11:44:15,255858,16,task-pkec,,53648284,697fa5ad29636bd1e536cadc,15406260,,complete,,69b188d8b8b58644130cf570,computer,Desktop or Laptop,Windows 10,Chrome 145.0.0.0,1280x720,1280x551,,,0,Phonetic categorization,32,spreadsheet1_dt_d left,fail,fail,pass,$${overridespreadsheet},spreadsheet1_dt_d left,248,phonetic categorization,2AFC,6i7z8o,3,response,d,,445.89999985694885,433,445.89999985694885,445.89999985694885,433,445.89999985694885,0,0,0,,Keyboard Response,Keyboard Response,2,object-119,phonetic categorization,dip,dip_+25.wav,,1,d,t,288,4,,,,,,,,,,,,,,,,,,,,,,,
1526,1773243856755,11/03/2026 15:44:16,1773243856755,-4,11/03/2026 11:44:16,255858,16,task-pkec,,53648284,697fa5ad29636bd1e536cadc,15406260,,complete,,69b188d8b8b58644130cf570,computer,Desktop or Laptop,Windows 10,Chrome 145.0.0.0,1280x720,1280x551,,,0,Phonetic categorization,32,spreadsheet1_dt_d left,fail,fail,pass,$${overridespreadsheet},spreadsheet1_dt_d left,248,phonetic categorization,1.2 second pause,dp6plq,4,timedOut,,,1199.1999998092651,1198.9000000000233,1199.1999998092651,1199.1999998092651,1198.9000000000233,1199.1999998092651,1,0,0,,Time Limit,screen,0,screen,phonetic categorization,dip,dip_+25.wav,,1,d,t,288,4,,,,,,,,,,,,,,,,,,,,,,,
1527,1773243857255,11/03/2026 15:44:17,1773243857255,-4,11/03/2026 11:44:17,255858,16,task-pkec,,53648284,697fa5ad29636bd1e536cadc,15406260,,complete,,69b188d8b8b58644130cf570,computer,Desktop or Laptop,Windows 10,Chrome 145.0.0.0,1280x720,1280x551,,,0,Phonetic categorization,32,spreadsheet1_dt_d left,fail,fail,pass,$${overridespreadsheet},spreadsheet1_dt_d left,249,phonetic categorization,fixation,99n54d,1,timedOut,,,500.1999999046093,499.69999999995343,500.1999999046093,500.1999999046093,499.69999999995343,500.1999999046093,1,0,0,,Time Limit,screen,0,screen,phonetic categorization,dil,dill_+25.wav,,1,d,t,288,4,,,,,,,,,,,,,,,,,,,,,,,
1528,1773243857258,11/03/2026 15:44:17,1773243857258,-4,11/03/2026 11:44:17,255858,16,task-pkec,,53648284,697fa5ad29636bd1e536cadc,15406260,,complete,,69b188d8b8b58644130cf570,computer,Desktop or Laptop,Windows 10,Chrome 145.0.0.0,1280x720,1280x551,,,0,Phonetic categorization,32,spreadsheet1_dt_d left,fail,fail,pass,$${overridespreadsheet},spreadsheet1_dt_d left,249,phonetic categorization,soundplay,x8jhtp,2,info,audio started,,3.6999999523395672,0,3.6999999523395672,3.6999999523395672,0,3.6999999523395672,0,0,0,,Audio Clip,Audio,1,object-207,phonetic categorization,dil,dill_+25.wav,,1,d,t,288,4,,,,,,,,,,,,,,,,,,,,,,,
1529,1773243857611,11/03/2026 15:44:17,1773243857611,-4,11/03/2026 11:44:17,255858,16,task-pkec,,53648284,697fa5ad29636bd1e536cadc,15406260,,complete,,69b188d8b8b58644130cf570,computer,Desktop or Laptop,Windows 10,Chrome 145.0.0.0,1280x720,1280x551,,,0,Phonetic categorization,32,spreadsheet1_dt_d left,fail,fail,pass,$${overridespreadsheet},spreadsheet1_dt_d left,249,phonetic categorization,soundplay,x8jhtp,2,info,audio finished,,356.5999998092884,349.70000000006985,356.5999998092884,356.5999998092884,349.70000000006985,356.5999998092884,0,0,0,,Audio Clip,Audio,1,object-207,phonetic categorization,dil,dill_+25.wav,,1,d,t,288,4,,,,,,,,,,,,,,,,,,,,,,,
1530,1773243857611,11/03/2026 15:44:17,1773243857611,-4,11/03/2026 11:44:17,255858,16,task-pkec,,53648284,697fa5ad29636bd1e536cadc,15406260,,complete,,69b188d8b8b58644130cf570,computer,Desktop or Laptop,Windows 10,Chrome 145.0.0.0,1280x720,1280x551,,,0,Phonetic categorization,32,spreadsheet1_dt_d left,fail,fail,pass,$${overridespreadsheet},spreadsheet1_dt_d left,249,phonetic categorization,soundplay,x8jhtp,2,continue,,,356.79999985697214,349.70000000006985,356.79999985697214,356.79999985697214,349.70000000006985,356.79999985697214,1,0,0,,Audio Clip,Audio,1,object-207,phonetic categorization,dil,dill_+25.wav,,1,d,t,288,4,,,,,,,,,,,,,,,,,,,,,,,
1531,1773243858175,11/03/2026 15:44:18,1773243858175,-4,11/03/2026 11:44:18,255858,16,task-pkec,,53648284,697fa5ad29636bd1e536cadc,15406260,,complete,,69b188d8b8b58644130cf570,computer,Desktop or Laptop,Windows 10,Chrome 145.0.0.0,1280x720,1280x551,,,0,Phonetic categorization,32,spreadsheet1_dt_d left,fail,fail,pass,$${overridespreadsheet},spreadsheet1_dt_d left,249,phonetic categorization,2AFC,6i7z8o,3,response,d,,570.1999999999534,566.0999999999767,570.1999999999534,570.1999999999534,566.0999999999767,570.1999999999534,0,0,0,,Keyboard Response,Keyboard Response,2,object-119,phonetic categorization,dil,dill_+25.wav,,1,d,t,288,4,,,,,,,,,,,,,,,,,,,,,,,
1532,1773243859370,11/03/2026 15:44:19,1773243859370,-4,11/03/2026 11:44:19,255858,16,task-pkec,,53648284,697fa5ad29636bd1e536cadc,15406260,,complete,,69b188d8b8b58644130cf570,computer,Desktop or Laptop,Windows 10,Chrome 145.0.0.0,1280x720,1280x551,,,0,Phonetic categorization,32,spreadsheet1_dt_d left,fail,fail,pass,$${overridespreadsheet},spreadsheet1_dt_d left,249,phonetic categorization,1.2 second pause,dp6plq,4,timedOut,,,1199.2999998092419,1199,1199.2999998092419,1199.2999998092419,1199,1199.2999998092419,1,0,0,,Time Limit,screen,0,screen,phonetic categorization,dil,dill_+25.wav,,1,d,t,288,4,,,,,,,,,,,,,,,,,,,,,,,
1533,1773243859870,11/03/2026 15:44:19,1773243859870,-4,11/03/2026 11:44:19,255858,16,task-pkec,,53648284,697fa5ad29636bd1e536cadc,15406260,,complete,,69b188d8b8b58644130cf570,computer,Desktop or Laptop,Windows 10,Chrome 145.0.0.0,1280x720,1280x551,,,0,Phonetic categorization,32,spreadsheet1_dt_d left,fail,fail,pass,$${overridespreadsheet},spreadsheet1_dt_d left,250,phonetic categorization,fixation,99n54d,1,timedOut,,,500.1999999046093,499.69999999995343,500.1999999046093,500.1999999046093,499.69999999995343,500.1999999046093,1,0,0,,Time Limit,screen,0,screen,phonetic categorization,din,din_-100.wav,,1,d,t,288,4,,,,,,,,,,,,,,,,,,,,,,,
1534,1773243859874,11/03/2026 15:44:19,1773243859874,-4,11/03/2026 11:44:19,255858,16,task-pkec,,53648284,697fa5ad29636bd1e536cadc,15406260,,complete,,69b188d8b8b58644130cf570,computer,Desktop or Laptop,Windows 10,Chrome 145.0.0.0,1280x720,1280x551,,,0,Phonetic categorization,32,spreadsheet1_dt_d left,fail,fail,pass,$${overridespreadsheet},spreadsheet1_dt_d left,250,phonetic categorization,soundplay,x8jhtp,2,info,audio started,,4.900000000023283,0,4.900000000023283,4.900000000023283,0,4.900000000023283,0,0,0,,Audio Clip,Audio,1,object-207,phonetic categorization,din,din_-100.wav,,1,d,t,288,4,,,,,,,,,,,,,,,,,,,,,,,
1535,1773243860298,11/03/2026 15:44:20,1773243860298,-4,11/03/2026 11:44:20,255858,16,task-pkec,,53648284,697fa5ad29636bd1e536cadc,15406260,,complete,,69b188d8b8b58644130cf570,computer,Desktop or Laptop,Windows 10,Chrome 145.0.0.0,1280x720,1280x551,,,0,Phonetic categorization,32,spreadsheet1_dt_d left,fail,fail,pass,$${overridespreadsheet},spreadsheet1_dt_d left,250,phonetic categorization,soundplay,x8jhtp,2,info,audio finished,,429.29999985697214,416.30000000004657,429.29999985697214,429.29999985697214,416.30000000004657,429.29999985697214,0,0,0,,Audio Clip,Audio,1,object-207,phonetic categorization,din,din_-100.wav,,1,d,t,288,4,,,,,,,,,,,,,,,,,,,,,,,
1536,1773243860298,11/03/2026 15:44:20,1773243860298,-4,11/03/2026 11:44:20,255858,16,task-pkec,,53648284,697fa5ad29636bd1e536cadc,15406260,,complete,,69b188d8b8b58644130cf570,computer,Desktop or Laptop,Windows 10,Chrome 145.0.0.0,1280x720,1280x551,,,0,Phonetic categorization,32,spreadsheet1_dt_d left,fail,fail,pass,$${overridespreadsheet},spreadsheet1_dt_d left,250,phonetic categorization,soundplay,x8jhtp,2,continue,,,429.4000000000233,416.30000000004657,429.4000000000233,429.4000000000233,416.30000000004657,429.4000000000233,1,0,0,,Audio Clip,Audio,1,object-207,phonetic categorization,din,din_-100.wav,,1,d,t,288,4,,,,,,,,,,,,,,,,,,,,,,,
1537,1773243860747,11/03/2026 15:44:20,1773243860747,-4,11/03/2026 11:44:20,255858,16,task-pkec,,53648284,697fa5ad29636bd1e536cadc,15406260,,complete,,69b188d8b8b58644130cf570,computer,Desktop or Laptop,Windows 10,Chrome 145.0.0.0,1280x720,1280x551,,,0,Phonetic categorization,32,spreadsheet1_dt_d left,fail,fail,pass,$${overridespreadsheet},spreadsheet1_dt_d left,250,phonetic categorization,2AFC,6i7z8o,3,response,d,,460.99999985692557,449.69999999995343,460.99999985692557,460.99999985692557,449.69999999995343,460.99999985692557,0,0,0,,Keyboard Response,Keyboard Response,2,object-119,phonetic categorization,din,din_-100.wav,,1,d,t,288,4,,,,,,,,,,,,,,,,,,,,,,,
1538,1773243861934,11/03/2026 15:44:21,1773243861934,-4,11/03/2026 11:44:21,255858,16,task-pkec,,53648284,697fa5ad29636bd1e536cadc,15406260,,complete,,69b188d8b8b58644130cf570,computer,Desktop or Laptop,Windows 10,Chrome 145.0.0.0,1280x720,1280x551,,,0,Phonetic categorization,32,spreadsheet1_dt_d left,fail,fail,pass,$${overridespreadsheet},spreadsheet1_dt_d left,250,phonetic categorization,1.2 second pause,dp6plq,4,timedOut,,,1199.0999998092884,1198.9000000000233,1199.0999998092884,1199.0999998092884,1198.9000000000233,1199.0999998092884,1,0,0,,Time Limit,screen,0,screen,phonetic categorization,din,din_-100.wav,,1,d,t,288,4,,,,,,,,,,,,,,,,,,,,,,,
1539,1773243862434,11/03/2026 15:44:22,1773243862434,-4,11/03/2026 11:44:22,255858,16,task-pkec,,53648284,697fa5ad29636bd1e536cadc,15406260,,complete,,69b188d8b8b58644130cf570,computer,Desktop or Laptop,Windows 10,Chrome 145.0.0.0,1280x720,1280x551,,,0,Phonetic categorization,32,spreadsheet1_dt_d left,fail,fail,pass,$${overridespreadsheet},spreadsheet1_dt_d left,251,phonetic categorization,fixation,99n54d,1,timedOut,,,499.89999985694885,499.69999999995343,499.89999985694885,499.89999985694885,499.69999999995343,499.89999985694885,1,0,0,,Time Limit,screen,0,screen,phonetic categorization,dip,dip_-50.wav,,1,d,t,288,4,,,,,,,,,,,,,,,,,,,,,,,
1540,1773243862437,11/03/2026 15:44:22,1773243862437,-4,11/03/2026 11:44:22,255858,16,task-pkec,,53648284,697fa5ad29636bd1e536cadc,15406260,,complete,,69b188d8b8b58644130cf570,computer,Desktop or Laptop,Windows 10,Chrome 145.0.0.0,1280x720,1280x551,,,0,Phonetic categorization,32,spreadsheet1_dt_d left,fail,fail,pass,$${overridespreadsheet},spreadsheet1_dt_d left,251,phonetic categorization,soundplay,x8jhtp,2,info,audio started,,3.0999999523628503,0,3.0999999523628503,3.0999999523628503,0,3.0999999523628503,0,0,0,,Audio Clip,Audio,1,object-207,phonetic categorization,dip,dip_-50.wav,,1,d,t,288,4,,,,,,,,,,,,,,,,,,,,,,,
1541,1773243862883,11/03/2026 15:44:22,1773243862883,-4,11/03/2026 11:44:22,255858,16,task-pkec,,53648284,697fa5ad29636bd1e536cadc,15406260,,complete,,69b188d8b8b58644130cf570,computer,Desktop or Laptop,Windows 10,Chrome 145.0.0.0,1280x720,1280x551,,,0,Phonetic categorization,32,spreadsheet1_dt_d left,fail,fail,pass,$${overridespreadsheet},spreadsheet1_dt_d left,251,phonetic categorization,soundplay,x8jhtp,2,info,audio finished,,449.09999995236285,432.9000000000233,449.09999995236285,449.09999995236285,432.9000000000233,449.09999995236285,0,0,0,,Audio Clip,Audio,1,object-207,phonetic categorization,dip,dip_-50.wav,,1,d,t,288,4,,,,,,,,,,,,,,,,,,,,,,,
1542,1773243862884,11/03/2026 15:44:22,1773243862884,-4,11/03/2026 11:44:22,255858,16,task-pkec,,53648284,697fa5ad29636bd1e536cadc,15406260,,complete,,69b188d8b8b58644130cf570,computer,Desktop or Laptop,Windows 10,Chrome 145.0.0.0,1280x720,1280x551,,,0,Phonetic categorization,32,spreadsheet1_dt_d left,fail,fail,pass,$${overridespreadsheet},spreadsheet1_dt_d left,251,phonetic categorization,soundplay,x8jhtp,2,continue,,,449.5,432.9000000000233,449.5,449.5,432.9000000000233,449.5,1,0,0,,Audio Clip,Audio,1,object-207,phonetic categorization,dip,dip_-50.wav,,1,d,t,288,4,,,,,,,,,,,,,,,,,,,,,,,
1543,1773243863231,11/03/2026 15:44:23,1773243863231,-4,11/03/2026 11:44:23,255858,16,task-pkec,,53648284,697fa5ad29636bd1e536cadc,15406260,,complete,,69b188d8b8b58644130cf570,computer,Desktop or Laptop,Windows 10,Chrome 145.0.0.0,1280x720,1280x551,,,0,Phonetic categorization,32,spreadsheet1_dt_d left,fail,fail,pass,$${overridespreadsheet},spreadsheet1_dt_d left,251,phonetic categorization,2AFC,6i7z8o,3,response,d,,363.99999990465585,349.70000000006985,363.99999990465585,363.99999990465585,349.70000000006985,363.99999990465585,0,0,0,,Keyboard Response,Keyboard Response,2,object-119,phonetic categorization,dip,dip_-50.wav,,1,d,t,288,4,,,,,,,,,,,,,,,,,,,,,,,
1544,1773243864416,11/03/2026 15:44:24,1773243864416,-4,11/03/2026 11:44:24,255858,16,task-pkec,,53648284,697fa5ad29636bd1e536cadc,15406260,,complete,,69b188d8b8b58644130cf570,computer,Desktop or Laptop,Windows 10,Chrome 145.0.0.0,1280x720,1280x551,,,0,Phonetic categorization,32,spreadsheet1_dt_d left,fail,fail,pass,$${overridespreadsheet},spreadsheet1_dt_d left,251,phonetic categorization,1.2 second pause,dp6plq,4,timedOut,,,1199.299999904586,1199,1199.299999904586,1199.299999904586,1199,1199.299999904586,1,0,0,,Time Limit,screen,0,screen,phonetic categorization,dip,dip_-50.wav,,1,d,t,288,4,,,,,,,,,,,,,,,,,,,,,,,
