Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,counterbalance-gj4p,branch-67ii,Manipulation: Spreadsheet,Current Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Context,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: word,Spreadsheet: stim,Spreadsheet: step,Spreadsheet: list,Spreadsheet: left,Spreadsheet: right,Spreadsheet: progress,Spreadsheet: randomized_trial,Spreadsheet: type,Spreadsheet: condition,Spreadsheet: VOT,Spreadsheet: center,Spreadsheet: block,Spreadsheet: label,Spreadsheet: session,Spreadsheet: stage,Spreadsheet: progress_bar,Spreadsheet: word_display,Spreadsheet: trial_type,Spreadsheet: list_LSQ_variant,Spreadsheet: blockID,Spreadsheet: mean,Spreadsheet: sd,Spreadsheet: option_setup,Spreadsheet: token_category,Store: target
1254,1784153483768,15/07/2026 22:11:23,1784153483768,-7,15/07/2026 15:11:23,269901,13,task-pkec,repeat-7r7d#1,57237405,,16361732,,complete,,,computer,Desktop or Laptop,Mac OS 10.15,Firefox 150.0,1470x956,1470x810,,,0,Phonetic categorization,25,full_List_10,pass,$${overridespreadsheet},full_List_10,173,phonetic categorization,soundplay,x8jhtp,3,info,audio finished,,366.6800000000512,350,366.6800000000512,366.6800000000512,350,366.6800000000512,0,0,0,,Audio Clip,Audio,1,object-207,phonetic categorization,dill,dill_30.wav,,,dill,din,,,,expo-10ms,30,,6,labeled,,,234,,exposure,A,B,5,8.94427190999916,d-right,d,
1255,1784153483768,15/07/2026 22:11:23,1784153483768,-7,15/07/2026 15:11:23,269901,13,task-pkec,repeat-7r7d#1,57237405,,16361732,,complete,,,computer,Desktop or Laptop,Mac OS 10.15,Firefox 150.0,1470x956,1470x810,,,0,Phonetic categorization,25,full_List_10,pass,$${overridespreadsheet},full_List_10,173,phonetic categorization,soundplay,x8jhtp,3,continue,,,366.6800000000512,350,366.6800000000512,366.6800000000512,350,366.6800000000512,0,0,0,,Audio Clip,Audio,1,object-207,phonetic categorization,dill,dill_30.wav,,,dill,din,,,,expo-10ms,30,,6,labeled,,,234,,exposure,A,B,5,8.94427190999916,d-right,d,
1256,1784153484286,15/07/2026 22:11:24,1784153484286,-7,15/07/2026 15:11:24,269901,13,task-pkec,repeat-7r7d#1,57237405,,16361732,,complete,,,computer,Desktop or Laptop,Mac OS 10.15,Firefox 150.0,1470x956,1470x810,,,0,Phonetic categorization,25,full_List_10,pass,$${overridespreadsheet},full_List_10,173,phonetic categorization,2AFC,6i7z8o,4,response,dill,,536.7199999999721,533.3199999999488,536.7199999999721,536.7199999999721,533.3199999999488,536.7199999999721,1,0,0,,Keyboard Response,Keyboard Response,1,object-119,phonetic categorization,dill,dill_30.wav,,,dill,din,,,,expo-10ms,30,,6,labeled,,,234,,exposure,A,B,5,8.94427190999916,d-right,d,
1257,1784153485485,15/07/2026 22:11:25,1784153485485,-7,15/07/2026 15:11:25,269901,13,task-pkec,repeat-7r7d#1,57237405,,16361732,,complete,,,computer,Desktop or Laptop,Mac OS 10.15,Firefox 150.0,1470x956,1470x810,,,0,Phonetic categorization,25,full_List_10,pass,$${overridespreadsheet},full_List_10,173,phonetic categorization,1.2 second pause,dp6plq,5,timedOut,,,1203.4000000000233,1200,1203.4000000000233,1203.4000000000233,1200,1203.4000000000233,1,0,0,,Time Limit,screen,0,screen,phonetic categorization,dill,dill_30.wav,,,dill,din,,,,expo-10ms,30,,6,labeled,,,234,,exposure,A,B,5,8.94427190999916,d-right,d,
1258,1784153485984,15/07/2026 22:11:25,1784153485984,-7,15/07/2026 15:11:25,269901,13,task-pkec,repeat-7r7d#1,57237405,,16361732,,complete,,,computer,Desktop or Laptop,Mac OS 10.15,Firefox 150.0,1470x956,1470x810,,,0,Phonetic categorization,25,full_List_10,pass,$${overridespreadsheet},full_List_10,174,phonetic categorization,fixation,99n54d,1,response,,,500,500,500,500,500,500,0,0,0,,Time Limit,screen,0,screen,phonetic categorization,din,din_20.wav,,,din,dill,,,,expo-10ms,20,,6,labeled,,,234,,exposure,A,B,5,8.94427190999916,d-right,d,
1259,1784153486486,15/07/2026 22:11:26,1784153486486,-7,15/07/2026 15:11:26,269901,13,task-pkec,repeat-7r7d#1,57237405,,16361732,,complete,,,computer,Desktop or Laptop,Mac OS 10.15,Firefox 150.0,1470x956,1470x810,,,0,Phonetic categorization,25,full_List_10,pass,$${overridespreadsheet},full_List_10,174,phonetic categorization,show option,yef3xk,2,response,,,500,500,500,500,500,500,1,0,0,,Time Limit,screen,0,screen,phonetic categorization,din,din_20.wav,,,din,dill,,,,expo-10ms,20,,6,labeled,,,234,,exposure,A,B,5,8.94427190999916,d-right,d,
1260,1784153486491,15/07/2026 22:11:26,1784153486491,-7,15/07/2026 15:11:26,269901,13,task-pkec,repeat-7r7d#1,57237405,,16361732,,complete,,,computer,Desktop or Laptop,Mac OS 10.15,Firefox 150.0,1470x956,1470x810,,,0,Phonetic categorization,25,full_List_10,pass,$${overridespreadsheet},full_List_10,174,phonetic categorization,soundplay,x8jhtp,3,info,audio started,,9.400000000023283,0,9.400000000023283,9.400000000023283,0,9.400000000023283,0,0,0,,Audio Clip,Audio,1,object-207,phonetic categorization,din,din_20.wav,,,din,dill,,,,expo-10ms,20,,6,labeled,,,234,,exposure,A,B,5,8.94427190999916,d-right,d,
1261,1784153486831,15/07/2026 22:11:26,1784153486831,-7,15/07/2026 15:11:26,269901,13,task-pkec,repeat-7r7d#1,57237405,,16361732,,complete,,,computer,Desktop or Laptop,Mac OS 10.15,Firefox 150.0,1470x956,1470x810,,,0,Phonetic categorization,25,full_List_10,pass,$${overridespreadsheet},full_List_10,174,phonetic categorization,soundplay,x8jhtp,3,info,audio finished,,349.4000000000233,333.3399999999674,349.4000000000233,349.4000000000233,333.3399999999674,349.4000000000233,0,0,0,,Audio Clip,Audio,1,object-207,phonetic categorization,din,din_20.wav,,,din,dill,,,,expo-10ms,20,,6,labeled,,,234,,exposure,A,B,5,8.94427190999916,d-right,d,
1262,1784153486832,15/07/2026 22:11:26,1784153486832,-7,15/07/2026 15:11:26,269901,13,task-pkec,repeat-7r7d#1,57237405,,16361732,,complete,,,computer,Desktop or Laptop,Mac OS 10.15,Firefox 150.0,1470x956,1470x810,,,0,Phonetic categorization,25,full_List_10,pass,$${overridespreadsheet},full_List_10,174,phonetic categorization,soundplay,x8jhtp,3,continue,,,349.4000000000233,333.3399999999674,349.4000000000233,349.4000000000233,333.3399999999674,349.4000000000233,0,0,0,,Audio Clip,Audio,1,object-207,phonetic categorization,din,din_20.wav,,,din,dill,,,,expo-10ms,20,,6,labeled,,,234,,exposure,A,B,5,8.94427190999916,d-right,d,
1263,1784153487341,15/07/2026 22:11:27,1784153487341,-7,15/07/2026 15:11:27,269901,13,task-pkec,repeat-7r7d#1,57237405,,16361732,,complete,,,computer,Desktop or Laptop,Mac OS 10.15,Firefox 150.0,1470x956,1470x810,,,0,Phonetic categorization,25,full_List_10,pass,$${overridespreadsheet},full_List_10,174,phonetic categorization,2AFC,6i7z8o,4,response,din,,525.0600000000559,516.6600000000326,525.0600000000559,525.0600000000559,516.6600000000326,525.0600000000559,1,0,0,,Keyboard Response,Keyboard Response,1,object-119,phonetic categorization,din,din_20.wav,,,din,dill,,,,expo-10ms,20,,6,labeled,,,234,,exposure,A,B,5,8.94427190999916,d-right,d,
1264,1784153488535,15/07/2026 22:11:28,1784153488535,-7,15/07/2026 15:11:28,269901,13,task-pkec,repeat-7r7d#1,57237405,,16361732,,complete,,,computer,Desktop or Laptop,Mac OS 10.15,Firefox 150.0,1470x956,1470x810,,,0,Phonetic categorization,25,full_List_10,pass,$${overridespreadsheet},full_List_10,174,phonetic categorization,1.2 second pause,dp6plq,5,timedOut,,,1203.4000000000233,1200,1203.4000000000233,1203.4000000000233,1200,1203.4000000000233,1,0,0,,Time Limit,screen,0,screen,phonetic categorization,din,din_20.wav,,,din,dill,,,,expo-10ms,20,,6,labeled,,,234,,exposure,A,B,5,8.94427190999916,d-right,d,
1265,1784153489035,15/07/2026 22:11:29,1784153489035,-7,15/07/2026 15:11:29,269901,13,task-pkec,repeat-7r7d#1,57237405,,16361732,,complete,,,computer,Desktop or Laptop,Mac OS 10.15,Firefox 150.0,1470x956,1470x810,,,0,Phonetic categorization,25,full_List_10,pass,$${overridespreadsheet},full_List_10,175,phonetic categorization,fixation,99n54d,1,response,,,500,500,500,500,500,500,0,0,0,,Time Limit,screen,0,screen,phonetic categorization,tip,dip_55.wav,,,tip,dip,,,,expo-10ms,55,,6,unlabeled,,,234,,exposure,A,B,50,16.431676725155,d-right,t,
1266,1784153489535,15/07/2026 22:11:29,1784153489535,-7,15/07/2026 15:11:29,269901,13,task-pkec,repeat-7r7d#1,57237405,,16361732,,complete,,,computer,Desktop or Laptop,Mac OS 10.15,Firefox 150.0,1470x956,1470x810,,,0,Phonetic categorization,25,full_List_10,pass,$${overridespreadsheet},full_List_10,175,phonetic categorization,show option,yef3xk,2,response,,,500,500,500,500,500,500,1,0,0,,Time Limit,screen,0,screen,phonetic categorization,tip,dip_55.wav,,,tip,dip,,,,expo-10ms,55,,6,unlabeled,,,234,,exposure,A,B,50,16.431676725155,d-right,t,
1267,1784153489538,15/07/2026 22:11:29,1784153489538,-7,15/07/2026 15:11:29,269901,13,task-pkec,repeat-7r7d#1,57237405,,16361732,,complete,,,computer,Desktop or Laptop,Mac OS 10.15,Firefox 150.0,1470x956,1470x810,,,0,Phonetic categorization,25,full_List_10,pass,$${overridespreadsheet},full_List_10,175,phonetic categorization,soundplay,x8jhtp,3,info,audio started,,6.400000000023283,0,6.400000000023283,6.400000000023283,0,6.400000000023283,0,0,0,,Audio Clip,Audio,1,object-207,phonetic categorization,tip,dip_55.wav,,,tip,dip,,,,expo-10ms,55,,6,unlabeled,,,234,,exposure,A,B,50,16.431676725155,d-right,t,
1268,1784153489972,15/07/2026 22:11:29,1784153489972,-7,15/07/2026 15:11:29,269901,13,task-pkec,repeat-7r7d#1,57237405,,16361732,,complete,,,computer,Desktop or Laptop,Mac OS 10.15,Firefox 150.0,1470x956,1470x810,,,0,Phonetic categorization,25,full_List_10,pass,$${overridespreadsheet},full_List_10,175,phonetic categorization,soundplay,x8jhtp,3,info,audio finished,,439.4000000000233,433.3399999999674,439.4000000000233,439.4000000000233,433.3399999999674,439.4000000000233,0,0,0,,Audio Clip,Audio,1,object-207,phonetic categorization,tip,dip_55.wav,,,tip,dip,,,,expo-10ms,55,,6,unlabeled,,,234,,exposure,A,B,50,16.431676725155,d-right,t,
1269,1784153489973,15/07/2026 22:11:29,1784153489973,-7,15/07/2026 15:11:29,269901,13,task-pkec,repeat-7r7d#1,57237405,,16361732,,complete,,,computer,Desktop or Laptop,Mac OS 10.15,Firefox 150.0,1470x956,1470x810,,,0,Phonetic categorization,25,full_List_10,pass,$${overridespreadsheet},full_List_10,175,phonetic categorization,soundplay,x8jhtp,3,continue,,,440.4000000000233,433.3399999999674,440.4000000000233,440.4000000000233,433.3399999999674,440.4000000000233,0,0,0,,Audio Clip,Audio,1,object-207,phonetic categorization,tip,dip_55.wav,,,tip,dip,,,,expo-10ms,55,,6,unlabeled,,,234,,exposure,A,B,50,16.431676725155,d-right,t,
1270,1784153490213,15/07/2026 22:11:30,1784153490213,-7,15/07/2026 15:11:30,269901,13,task-pkec,repeat-7r7d#1,57237405,,16361732,,complete,,,computer,Desktop or Laptop,Mac OS 10.15,Firefox 150.0,1470x956,1470x810,,,0,Phonetic categorization,25,full_List_10,pass,$${overridespreadsheet},full_List_10,175,phonetic categorization,2AFC,6i7z8o,4,response,tip,,247.06000000005588,233.34000000008382,247.06000000005588,247.06000000005588,233.34000000008382,247.06000000005588,1,0,0,,Keyboard Response,Keyboard Response,1,object-119,phonetic categorization,tip,dip_55.wav,,,tip,dip,,,,expo-10ms,55,,6,unlabeled,,,234,,exposure,A,B,50,16.431676725155,d-right,t,
1271,1784153491401,15/07/2026 22:11:31,1784153491401,-7,15/07/2026 15:11:31,269901,13,task-pkec,repeat-7r7d#1,57237405,,16361732,,complete,,,computer,Desktop or Laptop,Mac OS 10.15,Firefox 150.0,1470x956,1470x810,,,0,Phonetic categorization,25,full_List_10,pass,$${overridespreadsheet},full_List_10,175,phonetic categorization,1.2 second pause,dp6plq,5,timedOut,,,1202.719999999972,1200,1202.719999999972,1202.719999999972,1200,1202.719999999972,1,0,0,,Time Limit,screen,0,screen,phonetic categorization,tip,dip_55.wav,,,tip,dip,,,,expo-10ms,55,,6,unlabeled,,,234,,exposure,A,B,50,16.431676725155,d-right,t,
1272,1784153491902,15/07/2026 22:11:31,1784153491902,-7,15/07/2026 15:11:31,269901,13,task-pkec,repeat-7r7d#1,57237405,,16361732,,complete,,,computer,Desktop or Laptop,Mac OS 10.15,Firefox 150.0,1470x956,1470x810,,,0,Phonetic categorization,25,full_List_10,pass,$${overridespreadsheet},full_List_10,176,phonetic categorization,fixation,99n54d,1,response,,,500,500,500,500,500,500,0,0,0,,Time Limit,screen,0,screen,phonetic categorization,tip,dip_55.wav,,,tip,dip,,,,expo-10ms,55,,6,unlabeled,,,234,,exposure,A,B,50,16.431676725155,d-right,t,
1273,1784153492401,15/07/2026 22:11:32,1784153492401,-7,15/07/2026 15:11:32,269901,13,task-pkec,repeat-7r7d#1,57237405,,16361732,,complete,,,computer,Desktop or Laptop,Mac OS 10.15,Firefox 150.0,1470x956,1470x810,,,0,Phonetic categorization,25,full_List_10,pass,$${overridespreadsheet},full_List_10,176,phonetic categorization,show option,yef3xk,2,response,,,500,500,500,500,500,500,1,0,0,,Time Limit,screen,0,screen,phonetic categorization,tip,dip_55.wav,,,tip,dip,,,,expo-10ms,55,,6,unlabeled,,,234,,exposure,A,B,50,16.431676725155,d-right,t,
1274,1784153492407,15/07/2026 22:11:32,1784153492407,-7,15/07/2026 15:11:32,269901,13,task-pkec,repeat-7r7d#1,57237405,,16361732,,complete,,,computer,Desktop or Laptop,Mac OS 10.15,Firefox 150.0,1470x956,1470x810,,,0,Phonetic categorization,25,full_List_10,pass,$${overridespreadsheet},full_List_10,176,phonetic categorization,soundplay,x8jhtp,3,info,audio started,,8.71999999997206,0,8.71999999997206,8.71999999997206,0,8.71999999997206,0,0,0,,Audio Clip,Audio,1,object-207,phonetic categorization,tip,dip_55.wav,,,tip,dip,,,,expo-10ms,55,,6,unlabeled,,,234,,exposure,A,B,50,16.431676725155,d-right,t,
1275,1784153492837,15/07/2026 22:11:32,1784153492837,-7,15/07/2026 15:11:32,269901,13,task-pkec,repeat-7r7d#1,57237405,,16361732,,complete,,,computer,Desktop or Laptop,Mac OS 10.15,Firefox 150.0,1470x956,1470x810,,,0,Phonetic categorization,25,full_List_10,pass,$${overridespreadsheet},full_List_10,176,phonetic categorization,soundplay,x8jhtp,3,info,audio finished,,438.71999999997206,433.3199999999488,438.71999999997206,438.71999999997206,433.3199999999488,438.71999999997206,0,0,0,,Audio Clip,Audio,1,object-207,phonetic categorization,tip,dip_55.wav,,,tip,dip,,,,expo-10ms,55,,6,unlabeled,,,234,,exposure,A,B,50,16.431676725155,d-right,t,
1276,1784153492838,15/07/2026 22:11:32,1784153492838,-7,15/07/2026 15:11:32,269901,13,task-pkec,repeat-7r7d#1,57237405,,16361732,,complete,,,computer,Desktop or Laptop,Mac OS 10.15,Firefox 150.0,1470x956,1470x810,,,0,Phonetic categorization,25,full_List_10,pass,$${overridespreadsheet},full_List_10,176,phonetic categorization,soundplay,x8jhtp,3,continue,,,439.71999999997206,433.3199999999488,439.71999999997206,439.71999999997206,433.3199999999488,439.71999999997206,0,0,0,,Audio Clip,Audio,1,object-207,phonetic categorization,tip,dip_55.wav,,,tip,dip,,,,expo-10ms,55,,6,unlabeled,,,234,,exposure,A,B,50,16.431676725155,d-right,t,
1277,1784153492990,15/07/2026 22:11:32,1784153492990,-7,15/07/2026 15:11:32,269901,13,task-pkec,repeat-7r7d#1,57237405,,16361732,,complete,,,computer,Desktop or Laptop,Mac OS 10.15,Firefox 150.0,1470x956,1470x810,,,0,Phonetic categorization,25,full_List_10,pass,$${overridespreadsheet},full_List_10,176,phonetic categorization,2AFC,6i7z8o,4,response,tip,,157.40000000002328,150,157.40000000002328,157.40000000002328,150,157.40000000002328,1,0,0,,Keyboard Response,Keyboard Response,1,object-119,phonetic categorization,tip,dip_55.wav,,,tip,dip,,,,expo-10ms,55,,6,unlabeled,,,234,,exposure,A,B,50,16.431676725155,d-right,t,
1278,1784153494185,15/07/2026 22:11:34,1784153494185,-7,15/07/2026 15:11:34,269901,13,task-pkec,repeat-7r7d#1,57237405,,16361732,,complete,,,computer,Desktop or Laptop,Mac OS 10.15,Firefox 150.0,1470x956,1470x810,,,0,Phonetic categorization,25,full_List_10,pass,$${overridespreadsheet},full_List_10,176,phonetic categorization,1.2 second pause,dp6plq,5,timedOut,,,1203.4000000000233,1200,1203.4000000000233,1203.4000000000233,1200,1203.4000000000233,1,0,0,,Time Limit,screen,0,screen,phonetic categorization,tip,dip_55.wav,,,tip,dip,,,,expo-10ms,55,,6,unlabeled,,,234,,exposure,A,B,50,16.431676725155,d-right,t,
1279,1784153494686,15/07/2026 22:11:34,1784153494686,-7,15/07/2026 15:11:34,269901,13,task-pkec,repeat-7r7d#1,57237405,,16361732,,complete,,,computer,Desktop or Laptop,Mac OS 10.15,Firefox 150.0,1470x956,1470x810,,,0,Phonetic categorization,25,full_List_10,pass,$${overridespreadsheet},full_List_10,177,phonetic categorization,fixation,99n54d,1,response,,,500,500,500,500,500,500,0,0,0,,Time Limit,screen,0,screen,phonetic categorization,tip,dip_70.wav,,,tip,tin,,,,expo-10ms,70,,6,labeled,,,234,,exposure,A,B,50,16.431676725155,d-right,t,
1280,1784153495186,15/07/2026 22:11:35,1784153495186,-7,15/07/2026 15:11:35,269901,13,task-pkec,repeat-7r7d#1,57237405,,16361732,,complete,,,computer,Desktop or Laptop,Mac OS 10.15,Firefox 150.0,1470x956,1470x810,,,0,Phonetic categorization,25,full_List_10,pass,$${overridespreadsheet},full_List_10,177,phonetic categorization,show option,yef3xk,2,response,,,500,500,500,500,500,500,1,0,0,,Time Limit,screen,0,screen,phonetic categorization,tip,dip_70.wav,,,tip,tin,,,,expo-10ms,70,,6,labeled,,,234,,exposure,A,B,50,16.431676725155,d-right,t,
1281,1784153495192,15/07/2026 22:11:35,1784153495192,-7,15/07/2026 15:11:35,269901,13,task-pkec,repeat-7r7d#1,57237405,,16361732,,complete,,,computer,Desktop or Laptop,Mac OS 10.15,Firefox 150.0,1470x956,1470x810,,,0,Phonetic categorization,25,full_List_10,pass,$${overridespreadsheet},full_List_10,177,phonetic categorization,soundplay,x8jhtp,3,info,audio started,,10.400000000023283,0,10.400000000023283,10.400000000023283,0,10.400000000023283,0,0,0,,Audio Clip,Audio,1,object-207,phonetic categorization,tip,dip_70.wav,,,tip,tin,,,,expo-10ms,70,,6,labeled,,,234,,exposure,A,B,50,16.431676725155,d-right,t,
1282,1784153495632,15/07/2026 22:11:35,1784153495632,-7,15/07/2026 15:11:35,269901,13,task-pkec,repeat-7r7d#1,57237405,,16361732,,complete,,,computer,Desktop or Laptop,Mac OS 10.15,Firefox 150.0,1470x956,1470x810,,,0,Phonetic categorization,25,full_List_10,pass,$${overridespreadsheet},full_List_10,177,phonetic categorization,soundplay,x8jhtp,3,info,audio finished,,449.9999999998836,433.3399999999674,449.9999999998836,449.9999999998836,433.3399999999674,449.9999999998836,0,0,0,,Audio Clip,Audio,1,object-207,phonetic categorization,tip,dip_70.wav,,,tip,tin,,,,expo-10ms,70,,6,labeled,,,234,,exposure,A,B,50,16.431676725155,d-right,t,
1283,1784153495633,15/07/2026 22:11:35,1784153495633,-7,15/07/2026 15:11:35,269901,13,task-pkec,repeat-7r7d#1,57237405,,16361732,,complete,,,computer,Desktop or Laptop,Mac OS 10.15,Firefox 150.0,1470x956,1470x810,,,0,Phonetic categorization,25,full_List_10,pass,$${overridespreadsheet},full_List_10,177,phonetic categorization,soundplay,x8jhtp,3,continue,,,449.9999999998836,433.3399999999674,449.9999999998836,449.9999999998836,433.3399999999674,449.9999999998836,0,0,0,,Audio Clip,Audio,1,object-207,phonetic categorization,tip,dip_70.wav,,,tip,tin,,,,expo-10ms,70,,6,labeled,,,234,,exposure,A,B,50,16.431676725155,d-right,t,
1284,1784153495853,15/07/2026 22:11:35,1784153495853,-7,15/07/2026 15:11:35,269901,13,task-pkec,repeat-7r7d#1,57237405,,16361732,,complete,,,computer,Desktop or Laptop,Mac OS 10.15,Firefox 150.0,1470x956,1470x810,,,0,Phonetic categorization,25,full_List_10,pass,$${overridespreadsheet},full_List_10,177,phonetic categorization,2AFC,6i7z8o,4,response,tip,,237.06000000005588,233.34000000008382,237.06000000005588,237.06000000005588,233.34000000008382,237.06000000005588,1,0,0,,Keyboard Response,Keyboard Response,1,object-119,phonetic categorization,tip,dip_70.wav,,,tip,tin,,,,expo-10ms,70,,6,labeled,,,234,,exposure,A,B,50,16.431676725155,d-right,t,
1285,1784153497054,15/07/2026 22:11:37,1784153497054,-7,15/07/2026 15:11:37,269901,13,task-pkec,repeat-7r7d#1,57237405,,16361732,,complete,,,computer,Desktop or Laptop,Mac OS 10.15,Firefox 150.0,1470x956,1470x810,,,0,Phonetic categorization,25,full_List_10,pass,$${overridespreadsheet},full_List_10,177,phonetic categorization,1.2 second pause,dp6plq,5,timedOut,,,1204.719999999972,1200,1204.719999999972,1204.719999999972,1200,1204.719999999972,1,0,0,,Time Limit,screen,0,screen,phonetic categorization,tip,dip_70.wav,,,tip,tin,,,,expo-10ms,70,,6,labeled,,,234,,exposure,A,B,50,16.431676725155,d-right,t,
1286,1784153497552,15/07/2026 22:11:37,1784153497552,-7,15/07/2026 15:11:37,269901,13,task-pkec,repeat-7r7d#1,57237405,,16361732,,complete,,,computer,Desktop or Laptop,Mac OS 10.15,Firefox 150.0,1470x956,1470x810,,,0,Phonetic categorization,25,full_List_10,pass,$${overridespreadsheet},full_List_10,178,phonetic categorization,fixation,99n54d,1,response,,,500,500,500,500,500,500,0,0,0,,Time Limit,screen,0,screen,phonetic categorization,dip,dip_10.wav,,,din,dip,,,,expo-10ms,10,,6,labeled,,,234,,exposure,A,B,5,8.94427190999916,d-right,d,
1287,1784153498050,15/07/2026 22:11:38,1784153498050,-7,15/07/2026 15:11:38,269901,13,task-pkec,repeat-7r7d#1,57237405,,16361732,,complete,,,computer,Desktop or Laptop,Mac OS 10.15,Firefox 150.0,1470x956,1470x810,,,0,Phonetic categorization,25,full_List_10,pass,$${overridespreadsheet},full_List_10,178,phonetic categorization,show option,yef3xk,2,response,,,500,500,500,500,500,500,1,0,0,,Time Limit,screen,0,screen,phonetic categorization,dip,dip_10.wav,,,din,dip,,,,expo-10ms,10,,6,labeled,,,234,,exposure,A,B,5,8.94427190999916,d-right,d,
1288,1784153498059,15/07/2026 22:11:38,1784153498059,-7,15/07/2026 15:11:38,269901,13,task-pkec,repeat-7r7d#1,57237405,,16361732,,complete,,,computer,Desktop or Laptop,Mac OS 10.15,Firefox 150.0,1470x956,1470x810,,,0,Phonetic categorization,25,full_List_10,pass,$${overridespreadsheet},full_List_10,178,phonetic categorization,soundplay,x8jhtp,3,info,audio started,,10.71999999997206,0,10.71999999997206,10.71999999997206,0,10.71999999997206,0,0,0,,Audio Clip,Audio,1,object-207,phonetic categorization,dip,dip_10.wav,,,din,dip,,,,expo-10ms,10,,6,labeled,,,234,,exposure,A,B,5,8.94427190999916,d-right,d,
1289,1784153498461,15/07/2026 22:11:38,1784153498461,-7,15/07/2026 15:11:38,269901,13,task-pkec,repeat-7r7d#1,57237405,,16361732,,complete,,,computer,Desktop or Laptop,Mac OS 10.15,Firefox 150.0,1470x956,1470x810,,,0,Phonetic categorization,25,full_List_10,pass,$${overridespreadsheet},full_List_10,178,phonetic categorization,soundplay,x8jhtp,3,info,audio finished,,413.71999999997206,400,413.71999999997206,413.71999999997206,400,413.71999999997206,0,0,0,,Audio Clip,Audio,1,object-207,phonetic categorization,dip,dip_10.wav,,,din,dip,,,,expo-10ms,10,,6,labeled,,,234,,exposure,A,B,5,8.94427190999916,d-right,d,
1290,1784153498462,15/07/2026 22:11:38,1784153498462,-7,15/07/2026 15:11:38,269901,13,task-pkec,repeat-7r7d#1,57237405,,16361732,,complete,,,computer,Desktop or Laptop,Mac OS 10.15,Firefox 150.0,1470x956,1470x810,,,0,Phonetic categorization,25,full_List_10,pass,$${overridespreadsheet},full_List_10,178,phonetic categorization,soundplay,x8jhtp,3,continue,,,413.71999999997206,400,413.71999999997206,413.71999999997206,400,413.71999999997206,0,0,0,,Audio Clip,Audio,1,object-207,phonetic categorization,dip,dip_10.wav,,,din,dip,,,,expo-10ms,10,,6,labeled,,,234,,exposure,A,B,5,8.94427190999916,d-right,d,
1291,1784153498787,15/07/2026 22:11:38,1784153498787,-7,15/07/2026 15:11:38,269901,13,task-pkec,repeat-7r7d#1,57237405,,16361732,,complete,,,computer,Desktop or Laptop,Mac OS 10.15,Firefox 150.0,1470x956,1470x810,,,0,Phonetic categorization,25,full_List_10,pass,$${overridespreadsheet},full_List_10,178,phonetic categorization,2AFC,6i7z8o,4,response,dip,,337.71999999997206,333.2399999999907,337.71999999997206,337.71999999997206,333.2399999999907,337.71999999997206,1,0,0,,Keyboard Response,Keyboard Response,1,object-119,phonetic categorization,dip,dip_10.wav,,,din,dip,,,,expo-10ms,10,,6,labeled,,,234,,exposure,A,B,5,8.94427190999916,d-right,d,
1292,1784153499984,15/07/2026 22:11:39,1784153499984,-7,15/07/2026 15:11:39,269901,13,task-pkec,repeat-7r7d#1,57237405,,16361732,,complete,,,computer,Desktop or Laptop,Mac OS 10.15,Firefox 150.0,1470x956,1470x810,,,0,Phonetic categorization,25,full_List_10,pass,$${overridespreadsheet},full_List_10,178,phonetic categorization,1.2 second pause,dp6plq,5,timedOut,,,1201.4799999999814,1200.079999999958,1201.4799999999814,1201.4799999999814,1200.079999999958,1201.4799999999814,1,0,0,,Time Limit,screen,0,screen,phonetic categorization,dip,dip_10.wav,,,din,dip,,,,expo-10ms,10,,6,labeled,,,234,,exposure,A,B,5,8.94427190999916,d-right,d,
1293,1784153500485,15/07/2026 22:11:40,1784153500485,-7,15/07/2026 15:11:40,269901,13,task-pkec,repeat-7r7d#1,57237405,,16361732,,complete,,,computer,Desktop or Laptop,Mac OS 10.15,Firefox 150.0,1470x956,1470x810,,,0,Phonetic categorization,25,full_List_10,pass,$${overridespreadsheet},full_List_10,179,phonetic categorization,fixation,99n54d,1,response,,,500,500,500,500,500,500,0,0,0,,Time Limit,screen,0,screen,phonetic categorization,flare,flare.wav,,,flare,share,,,,expo-10ms,,,6,,,,234,,catch,A,B,,,d-right,,
1294,1784153500985,15/07/2026 22:11:40,1784153500985,-7,15/07/2026 15:11:40,269901,13,task-pkec,repeat-7r7d#1,57237405,,16361732,,complete,,,computer,Desktop or Laptop,Mac OS 10.15,Firefox 150.0,1470x956,1470x810,,,0,Phonetic categorization,25,full_List_10,pass,$${overridespreadsheet},full_List_10,179,phonetic categorization,show option,yef3xk,2,response,,,500,500,500,500,500,500,1,0,0,,Time Limit,screen,0,screen,phonetic categorization,flare,flare.wav,,,flare,share,,,,expo-10ms,,,6,,,,234,,catch,A,B,,,d-right,,
